what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322865056983
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322865091323
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322867039575
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322867043576
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322867070448
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322867102065
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322867752887
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1322867805631
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322867822550
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322867830382
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322867834211
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322867866846
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.indent",1322867957312
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.indent",1322867961597
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322868007428
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322868009604
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.indent",1322868143839
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.indent",1322868182209
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322868189710
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322868252474
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322868259797
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322868261799
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322868281435
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322868282936
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322868318109
