what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322883865609
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322883872757
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1322883895915
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322883898718
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322883914640
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322883973517
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322883979479
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322884015776
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1322884016702
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322884017845
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322884034061
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322884034394
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322884036441
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322884075761
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322884078398
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322884089477
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322884130400
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322884136624
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322884165577
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1322884173040
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322884176430
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322884180527
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322884181686
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322884184535
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322884194681
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322884206628
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322884207783
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322884222726
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322884226756
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322884228382
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322884245367
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1322884251064
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322884254967
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322884255803
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322884258110
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322884291483
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1322884306589
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322884317690
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322884322861
