what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1323630708928
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1323630708945
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1323630708952
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1323630708963
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1323630708973
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1323630708973
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1323630708989
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1323630709000
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1323630709008
os,sysinfo,,,"macosx",1323630709011
arch,sysinfo,,,"x86_64",1323630709011
ws,sysinfo,,,"cocoa",1323630709011
locale,sysinfo,,,"en_US",1323630709011
processors,sysinfo,,,"8",1323630709011
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1323630709011
java.runtime.version,sysinfo,,,"1.6.0_29-b11-402-10M3527",1323630709011
java.specification.name,sysinfo,,,"Java Platform API Specification",1323630709011
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1323630709011
java.specification.version,sysinfo,,,"1.6",1323630709011
java.vendor,sysinfo,,,"Apple Inc.",1323630709011
java.version,sysinfo,,,"1.6.0_29",1323630709011
java.vm.info,sysinfo,,,"mixed mode",1323630709011
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1323630709011
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1323630709011
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1323630709011
java.vm.specification.version,sysinfo,,,"1.0",1323630709011
java.vm.vendor,sysinfo,,,"Apple Inc.",1323630709011
java.vm.version,sysinfo,,,"20.4-b02-402",1323630709011
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1323630709021
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323630709145
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1323630709159
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1323630709350
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1323630712867
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323630718925
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323630722032
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323630722544
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323630727945
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323630729857
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323631741946
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323631748244
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323632392380
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323632398432
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323632399489
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323632400032
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323632444966
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323632768873
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323632793192
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323632813094
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323632827971
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323632844442
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1323632844504
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323632845631
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323632860356
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1323632860380
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323632865094
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323632952231
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1323632952265
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323632955558
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323632985973
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323632990381
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323633012675
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323633025837
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323633027847
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323633072793
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323633077916
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1323633077939
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323633086963
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323633163806
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323633166174
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634258669
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634262157
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634284427
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323634292844
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323634321125
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323634336134
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634339220
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634365510
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323634373908
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634376893
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634386251
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323634391347
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634398362
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634401328
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634402546
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634404170
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634404800
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634419298
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323634424676
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634426569
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634433960
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323634440707
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634442487
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634451998
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323634456225
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634458379
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634466634
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323634469321
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634470603
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634477501
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323634479441
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634480898
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634488363
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323634519652
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634521824
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634522872
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634524249
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634534786
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323634538040
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323634541799
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634543435
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634555415
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323634558000
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634560570
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634571821
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323634574060
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634575491
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634584296
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1323634589633
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1323634591161
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323634600175
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634601795
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634609950
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323634613743
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634614981
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634622474
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323634626702
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634630598
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634639352
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1323634643943
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323634654548
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634656075
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634670911
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323634673753
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634675932
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634688248
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323634691070
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634692541
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634705042
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1323634710067
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323634719122
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634721569
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634729596
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323634745452
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634746662
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634756430
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1323634791286
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1323634791776
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1323634792920
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323634796718
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323634818704
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634823340
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1323634823367
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634827913
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634829031
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634838887
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634850662
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1323634850699
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634853042
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634881492
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634885602
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634942965
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634946025
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634954318
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1323634954354
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634957130
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1323634981245
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323634987307
