what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322899049511
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322899060329
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322899079420
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322899080555
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322899135097
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322899153517
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322899188730
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322899189468
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322899198671
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322899298246
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322899304163
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322900019580
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322900142979
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322900175872
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322900183583
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322900208194
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322900211684
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322900211932
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322900214713
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322900228268
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322900231292
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1322900384986
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322900397891
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322900499340
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322900500371
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322900507172
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322900544523
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322900548860
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1322900550106
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322900551707
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322900553349
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322900553669
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322900610945
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322900634217
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322900667567
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322900679127
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322900696008
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322900763143
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322900769119
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322900779456
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.indent",1322900782472
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322900783569
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1322900830900
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1322900831460
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322900873050
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322900917082
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322900933116
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322900963568
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322900964985
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322901069451
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322901071033
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322901075881
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322901079560
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322901130012
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322901169366
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322901182069
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1322901186055
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322901189096
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322901196024
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322901203713
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322901205950
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322901206752
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322901216629
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322901260828
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322901263436
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322901272726
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322901297358
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322901300333
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322901314140
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1322901339929
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322901342960
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322901343797
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322901345350
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322901364684
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322901384797
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322901387403
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322901389491
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322901391979
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322901407056
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322901409232
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322901432612
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322901434360
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322901459213
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322901469067
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322901469828
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322901508620
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322901529076
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322901530589
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322901541197
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322901577228
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322901578125
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322901597462
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1322901599094
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1322901599998
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1322901600366
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1322901600911
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322901607020
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322901621148
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322901622045
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322901636123
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322901639491
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322901640849
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322901710760
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322901759031
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322901768417
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322901777425
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322901779346
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322901812598
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322901818839
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322901820320
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322901839344
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322901846190
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322901846744
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322901904256
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322901907947
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322902161242
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322902178958
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322902185850
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322902199827
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322902205053
